,WFBN_INFO_1_matrix_1,WFBN_INFO_1_matrix_2,WFBN_tal_2_matrix_1,WFBN_tal_2_matrix_2,WFBN_tal_2_matrix_3,WFBN_advnet_5_matrix_1,WFBN_advnet_5_matrix_2,WFBN_advnet_5_matrix_3,Bhea_Orgres_1_matrix_1,Bhea_Orgres_1_matrix_2,Bhea_Orgres_1_matrix_3,Bhea_Orgres_1_matrix_4,Bhea_Orgres_1_matrix_5,Bhea_Opres_2_matrix_1,Bhea_Opres_2_matrix_2,Bhea_Opres_2_matrix_3,Bhea_Opres_5_matrix_1,Bhea_Opres_5_matrix_2,Bhea_Opres_5_matrix_3,Tech_rc_1_matrix_1,Tech_rc_1_matrix_2,Tech_rc_1_matrix_3,Tech_rc_2_matrix_1,Tech_rc_2_matrix_2,Adapt_main_1_matrix_1,Adapt_main_1_matrix_2,Adapt_main_1_matrix_3,Adapt_main_1_matrix_4,Mind_Creat_1_matrix_1,Mind_Creat_1_matrix_2,Mind_Creat_1_matrix_3,Mind_Trust_2_matrix_1,Mind_Trust_2_matrix_2,Mind_Trust_2_matrix_3,Mind_Hope_3_matrix_1,Mind_Hope_3_matrix_2,Mind_Hope_3_matrix_3,Mind_belon_4_matrix_1,Mind_belon_4_matrix_2,Mind_belon_4_matrix_3,Mind_belon_4_matrix_4,Mind_FO_5_matrix_1,Mind_FO_5_matrix_2,V2_Econ_Condition,Recoded_Sales
256,4.0,4.0,4.0,5.0,4.0,3.0,4.0,5.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,5.0,-1.0,0.0
257,1.0,4.0,5.0,5.0,3.0,4.0,3.0,3.0,5.0,3.0,3.0,5.0,5.0,4.0,5.0,3.0,4.0,3.0,5.0,3.0,3.0,5.0,4.0,5.0,5.0,1.0,4.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,2.0,3.0,4.0,4.0,4.0,-1.0,2.0
258,4.0,4.0,4.0,5.0,2.0,3.0,1.0,2.0,5.0,1.0,4.0,2.0,4.0,4.0,3.0,2.0,2.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,3.0,5.0,5.0,2.0,3.0,3.0,4.0,4.0,5.0,4.0,4.0,3.0,5.0,4.0,4.0,3.0,-1.0,-1.0
259,3.0,4.0,5.0,5.0,4.0,4.0,3.0,2.0,4.0,2.0,3.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,-1.0,0.0
260,5.0,5.0,3.0,3.0,3.0,4.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,4.0,5.0,5.0,3.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,4.0,3.0,4.0,4.0,4.0,5.0,3.0,5.0,4.0,4.0,3.0,3.0,5.0,5.0,1.0,4.0
262,4.0,4.0,4.0,3.0,3.0,5.0,5.0,5.0,5.0,1.0,4.0,3.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,1.0,4.0,1.0,4.0,3.0,4.0,3.0,3.0,4.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,5.0,5.0,1.0,3.0
263,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,5.0,1.0,2.0,2.0,4.0,4.0,4.0,1.0,5.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,5.0,5.0,4.0,2.0,4.0,4.0,5.0,4.0,2.0,4.0,3.0,4.0,5.0,4.0,4.0,-1.0,-4.0
264,4.0,3.0,3.0,3.0,3.0,5.0,4.0,2.0,1.0,1.0,1.0,5.0,5.0,5.0,4.0,2.0,1.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-2.0,0.0
265,3.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,2.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,4.0,3.0,5.0,5.0,4.0,4.0,4.0,1.0,1.0,5.0,5.0,3.0,2.0,3.0,2.0,3.0,4.0,5.0,5.0,4.0,3.0,3.0,3.0,3.0,5.0,5.0,-1.0,0.0
266,3.0,3.0,2.0,3.0,4.0,4.0,2.0,2.0,4.0,1.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,5.0,1.0,4.0,1.0,4.0,4.0,5.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,5.0,4.0,3.0,1.0,1.0
267,3.0,4.0,3.0,3.0,3.0,5.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,2.0,5.0,1.0,4.0,5.0,2.0,1.0,1.0,2.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,0.0,2.0
268,3.0,3.0,3.0,4.0,3.0,5.0,5.0,5.0,2.0,4.0,2.0,2.0,4.0,4.0,4.0,2.0,1.0,4.0,2.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,2.0,2.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,-1.0,-4.0
269,2.0,3.0,4.0,4.0,2.0,3.0,5.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,5.0,1.0,2.0,2.0,5.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,-1.0,4.0
270,3.0,3.0,4.0,4.0,1.0,5.0,5.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,-1.0,1.0
271,5.0,4.0,4.0,3.0,3.0,2.0,3.0,2.0,5.0,1.0,3.0,5.0,5.0,3.0,4.0,4.0,3.0,2.0,3.0,3.0,4.0,4.0,3.0,4.0,5.0,1.0,4.0,1.0,5.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,2.0,2.0,4.0,3.0,3.0,-2.0,-1.0
272,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,-1.0,1.0
273,4.0,4.0,3.0,3.0,3.0,5.0,5.0,5.0,3.0,3.0,4.0,3.0,3.0,5.0,3.0,3.0,2.0,1.0,4.0,5.0,5.0,5.0,2.0,4.0,3.0,5.0,5.0,3.0,5.0,3.0,4.0,3.0,3.0,3.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,-2.0,1.0
275,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,1.0,5.0,3.0,2.0,5.0,5.0,2.0,2.0,2.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,3.0,5.0,3.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,-1.0,1.0
276,4.0,4.0,4.0,4.0,1.0,3.0,4.0,3.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,2.0,3.0,4.0,4.0,5.0,4.0,4.0,2.0,4.0,4.0,4.0,2.0,3.0,2.0,3.0,3.0,2.0,4.0,2.0,2.0,3.0,3.0,2.0,-1.0,0.0
277,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,2.0,4.0,4.0,-1.0,0.0
278,1.0,4.0,4.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,2.0,5.0,5.0,3.0,5.0,5.0,2.0,2.0,4.0,4.0,3.0,1.0,3.0,3.0,3.0,4.0,3.0,4.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,-1.0,2.0
279,4.0,2.0,3.0,5.0,1.0,3.0,4.0,5.0,2.0,3.0,1.0,1.0,1.0,4.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,4.0,3.0,3.0,5.0,5.0,4.0,3.0,3.0,1.0,5.0,2.0,3.0,1.0,5.0,3.0,3.0,3.0,3.0,3.0,5.0,4.0,4.0,-2.0,-4.0
280,4.0,4.0,5.0,5.0,3.0,4.0,3.0,5.0,4.0,2.0,2.0,3.0,3.0,5.0,4.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,3.0,4.0,5.0,4.0,5.0,1.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,3.0,3.0,1.0,3.0,3.0,-1.0,-2.0
281,3.0,4.0,4.0,4.0,1.0,2.0,4.0,5.0,1.0,5.0,3.0,4.0,2.0,4.0,4.0,2.0,2.0,2.0,3.0,5.0,5.0,4.0,5.0,5.0,5.0,1.0,5.0,2.0,5.0,3.0,1.0,3.0,4.0,4.0,5.0,2.0,3.0,2.0,2.0,4.0,3.0,4.0,4.0,-2.0,-4.0
282,2.0,4.0,4.0,2.0,3.0,5.0,4.0,4.0,5.0,1.0,2.0,4.0,4.0,2.0,4.0,2.0,2.0,2.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,2.0,5.0,3.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,0.0,0.0
283,3.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,5.0,4.0,2.0,3.0,2.0,2.0,2.0,4.0,4.0,3.0,4.0,3.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,3.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,0.0,-4.0
284,5.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,2.0,2.0,2.0,4.0,4.0,5.0,5.0,2.0,4.0,2.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,2.0,4.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0
285,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,1.0,5.0,5.0,4.0,4.0,5.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,-1.0,-1.0
286,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,1.0,4.0,1.0,4.0,4.0,4.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,1.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,-2.0,2.0
288,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,2.0,4.0,4.0,-1.0,-4.0
289,3.0,3.0,4.0,4.0,3.0,5.0,4.0,3.0,1.0,1.0,2.0,4.0,4.0,4.0,3.0,2.0,2.0,1.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,3.0,3.0,4.0,3.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,-2.0,0.0
293,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,4.0,3.0,1.0,4.0,4.0,1.0,2.0,1.0,2.0,5.0,5.0,4.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,5.0,2.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,3.0,-1.0,2.0
296,3.0,4.0,3.0,4.0,3.0,4.0,4.0,5.0,4.0,2.0,2.0,3.0,3.0,4.0,4.0,2.0,3.0,2.0,3.0,4.0,4.0,3.0,4.0,4.0,5.0,3.0,4.0,4.0,5.0,5.0,4.0,3.0,3.0,3.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,-1.0,0.0
297,4.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,3.0,3.0,-2.0,-4.0
298,4.0,5.0,4.0,4.0,1.0,5.0,2.0,5.0,5.0,1.0,1.0,5.0,5.0,4.0,4.0,5.0,1.0,5.0,5.0,2.0,2.0,1.0,2.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,1.0,1.0
299,3.0,4.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,1.0,3.0,3.0,4.0,4.0,2.0,4.0,4.0,5.0,1.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,5.0,4.0,3.0,-2.0,-4.0
300,1.0,2.0,4.0,5.0,3.0,5.0,4.0,4.0,5.0,1.0,5.0,3.0,3.0,2.0,1.0,4.0,2.0,5.0,4.0,5.0,1.0,1.0,4.0,4.0,3.0,1.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,4.0
301,4.0,4.0,4.0,4.0,2.0,4.0,4.0,5.0,3.0,2.0,5.0,4.0,4.0,4.0,3.0,2.0,2.0,1.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,4.0,3.0,3.0,4.0,4.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,5.0,5.0,-1.0,-3.0
302,4.0,5.0,5.0,3.0,1.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,2.0,4.0,4.0,2.0,2.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,4.0,2.0,3.0,2.0,5.0,5.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,-1.0,-1.0
303,4.0,5.0,4.0,4.0,3.0,4.0,3.0,2.0,3.0,3.0,1.0,5.0,5.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,4.0,4.0,5.0,2.0,5.0,4.0,2.0,2.0,5.0,5.0,5.0,5.0,4.0,2.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,0.0,1.0
306,4.0,2.0,4.0,4.0,4.0,5.0,4.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,2.0,3.0,3.0,-1.0,2.0
308,3.0,2.0,4.0,5.0,4.0,4.0,2.0,2.0,3.0,3.0,2.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,2.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,3.0,3.0,4.0,2.0,0.0,-1.0
309,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,5.0,1.0,4.0,1.0,1.0,4.0,4.0,2.0,2.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,2.0,2.0,4.0,4.0,4.0,-1.0,-4.0
310,3.0,4.0,4.0,4.0,3.0,4.0,2.0,4.0,4.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,0.0,0.0
312,3.0,3.0,3.0,4.0,4.0,3.0,5.0,4.0,5.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,1.0,3.0,4.0,3.0,3.0,3.0,4.0,5.0,2.0,4.0,1.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,-2.0,3.0
314,4.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,2.0,5.0,5.0,4.0,3.0,3.0,3.0,4.0,5.0,5.0,5.0,4.0,5.0,3.0,3.0,3.0,3.0,5.0,5.0,2.0,2.0
316,2.0,4.0,4.0,5.0,4.0,2.0,2.0,2.0,2.0,5.0,2.0,3.0,3.0,2.0,2.0,4.0,1.0,2.0,2.0,4.0,4.0,4.0,4.0,3.0,1.0,4.0,4.0,2.0,2.0,4.0,4.0,2.0,3.0,2.0,4.0,2.0,2.0,3.0,2.0,2.0,1.0,4.0,2.0,-2.0,-4.0
317,3.0,4.0,3.0,4.0,4.0,2.0,5.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,-1.0,0.0
318,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,-1.0,-2.0
321,4.0,5.0,3.0,4.0,3.0,4.0,3.0,2.0,2.0,4.0,3.0,2.0,2.0,4.0,4.0,4.0,2.0,2.0,4.0,3.0,4.0,2.0,4.0,4.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,-1.0,-1.0
322,4.0,3.0,4.0,4.0,3.0,5.0,3.0,4.0,4.0,1.0,4.0,1.0,1.0,4.0,3.0,3.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-1.0,-2.0
326,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,2.0,3.0,4.0,4.0,3.0,4.0,4.0,2.0,2.0,4.0,3.0,2.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,-1.0,0.0
327,4.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,1.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,3.0,5.0,3.0,3.0,1.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,-2.0,-4.0
328,5.0,3.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,2.0,5.0,5.0,5.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,5.0,5.0,5.0,4.0,3.0,4.0,5.0,1.0,4.0,5.0,-1.0,2.0
329,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,2.0,4.0,4.0,0.0,1.0
331,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,1.0,5.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,4.0,4.0,3.0,3.0,2.0,2.0,3.0,5.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,-1.0,4.0
332,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,1.0,4.0,1.0,3.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0,3.0,1.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,-1.0,-3.0
334,5.0,5.0,3.0,4.0,2.0,4.0,4.0,4.0,5.0,1.0,4.0,1.0,1.0,3.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,1.0,4.0,4.0,2.0,5.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,2.0,4.0,3.0,3.0,-2.0,2.0
335,5.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,2.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-1.0,4.0
336,3.0,2.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,2.0,4.0,2.0,2.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,1.0,4.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,3.0,3.0,-2.0,-1.0
337,5.0,5.0,5.0,5.0,2.0,4.0,4.0,4.0,1.0,1.0,1.0,5.0,4.0,2.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,5.0,5.0,3.0,4.0,1.0,5.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,-1.0,-2.0
338,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,5.0,5.0,5.0,3.0,4.0,3.0,1.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,5.0,4.0,3.0,2.0,3.0,3.0,4.0,5.0,5.0,-1.0,0.0
339,4.0,4.0,4.0,4.0,2.0,5.0,5.0,5.0,2.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,-1.0,2.0
340,5.0,5.0,5.0,5.0,1.0,5.0,4.0,5.0,5.0,1.0,5.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,5.0,5.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,3.0,-2.0,1.0
342,3.0,3.0,4.0,4.0,2.0,4.0,5.0,5.0,5.0,1.0,3.0,3.0,3.0,2.0,3.0,2.0,1.0,5.0,4.0,4.0,4.0,3.0,3.0,4.0,5.0,1.0,4.0,1.0,4.0,4.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,4.0,3.0,3.0,2.0,4.0,4.0,-2.0,-4.0
343,2.0,2.0,4.0,4.0,2.0,4.0,2.0,2.0,5.0,1.0,5.0,3.0,3.0,4.0,5.0,2.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,3.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,1.0,4.0
344,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,1.0,3.0,3.0,4.0,4.0,3.0,1.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,2.0,3.0,1.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,2.0,2.0,4.0,4.0,-1.0,1.0
346,4.0,4.0,3.0,5.0,3.0,5.0,5.0,5.0,4.0,1.0,2.0,5.0,5.0,3.0,4.0,2.0,1.0,2.0,4.0,2.0,2.0,1.0,5.0,5.0,5.0,2.0,4.0,3.0,5.0,5.0,4.0,2.0,2.0,2.0,4.0,1.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,0.0,0.0
347,4.0,4.0,3.0,4.0,1.0,4.0,3.0,4.0,4.0,1.0,3.0,4.0,4.0,3.0,4.0,2.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,5.0,1.0,3.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,-1.0,-2.0
348,4.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,5.0,1.0,4.0,2.0,5.0,5.0,4.0,3.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,1.0,-3.0
349,4.0,3.0,3.0,3.0,2.0,4.0,3.0,4.0,4.0,2.0,4.0,1.0,1.0,4.0,2.0,2.0,1.0,1.0,4.0,4.0,4.0,4.0,2.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,1.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-2.0,-3.0
350,4.0,4.0,5.0,5.0,3.0,5.0,5.0,4.0,3.0,2.0,3.0,5.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,1.0,0.0
